tissue,level1,level2,level3,level4
Adrenal,Vascular_endothelial_cells,Adrenal.Vascular_endothelial_cells,Vascular_endothelial_cells.122,Adrenal.Vascular_endothelial_cells.122
Adrenal,Stromal_cells,Adrenal.Stromal_cells,Stromal_cells.122,Adrenal.Stromal_cells.122
Adrenal,Adrenocortical_cells,Adrenal.Adrenocortical_cells,Adrenocortical_cells.122,Adrenal.Adrenocortical_cells.122
Adrenal,Lymphoid_cells,Adrenal.Lymphoid_cells,Lymphoid_cells.122,Adrenal.Lymphoid_cells.122
Adrenal,Sympathoblasts,Adrenal.Sympathoblasts,Sympathoblasts.122,Adrenal.Sympathoblasts.122
Adrenal,Myeloid_cells,Adrenal.Myeloid_cells,Myeloid_cells.122,Adrenal.Myeloid_cells.122
Adrenal,Erythroblasts,Adrenal.Erythroblasts,Erythroblasts.122,Adrenal.Erythroblasts.122
Adrenal,Schwann_cells,Adrenal.Schwann_cells,Schwann_cells.122,Adrenal.Schwann_cells.122
Adrenal,Chromaffin_cells,Adrenal.Chromaffin_cells,Chromaffin_cells.122,Adrenal.Chromaffin_cells.122
Adrenal,Megakaryocytes,Adrenal.Megakaryocytes,Megakaryocytes.122,Adrenal.Megakaryocytes.122
Adrenal,SLC26A4_PAEP_positive_cells,Adrenal.SLC26A4_PAEP_positive_cells,SLC26A4_PAEP_positive_cells.122,Adrenal.SLC26A4_PAEP_positive_cells.122
Adrenal,Chromaffin_cells,Adrenal.Chromaffin_cells,Chromaffin_cells.89,Adrenal.Chromaffin_cells.89
Adrenal,Erythroblasts,Adrenal.Erythroblasts,Erythroblasts.89,Adrenal.Erythroblasts.89
Adrenal,Vascular_endothelial_cells,Adrenal.Vascular_endothelial_cells,Vascular_endothelial_cells.89,Adrenal.Vascular_endothelial_cells.89
Adrenal,Stromal_cells,Adrenal.Stromal_cells,Stromal_cells.89,Adrenal.Stromal_cells.89
Adrenal,Stromal_cells,Adrenal.Stromal_cells,Stromal_cells.113,Adrenal.Stromal_cells.113
Adrenal,Chromaffin_cells,Adrenal.Chromaffin_cells,Chromaffin_cells.113,Adrenal.Chromaffin_cells.113
Adrenal,Schwann_cells,Adrenal.Schwann_cells,Schwann_cells.89,Adrenal.Schwann_cells.89
Adrenal,Sympathoblasts,Adrenal.Sympathoblasts,Sympathoblasts.89,Adrenal.Sympathoblasts.89
Adrenal,Adrenocortical_cells,Adrenal.Adrenocortical_cells,Adrenocortical_cells.89,Adrenal.Adrenocortical_cells.89
Adrenal,Vascular_endothelial_cells,Adrenal.Vascular_endothelial_cells,Vascular_endothelial_cells.113,Adrenal.Vascular_endothelial_cells.113
Adrenal,Megakaryocytes,Adrenal.Megakaryocytes,Megakaryocytes.89,Adrenal.Megakaryocytes.89
Adrenal,Sympathoblasts,Adrenal.Sympathoblasts,Sympathoblasts.113,Adrenal.Sympathoblasts.113
Adrenal,Lymphoid_cells,Adrenal.Lymphoid_cells,Lymphoid_cells.113,Adrenal.Lymphoid_cells.113
Adrenal,Megakaryocytes,Adrenal.Megakaryocytes,Megakaryocytes.113,Adrenal.Megakaryocytes.113
Adrenal,Myeloid_cells,Adrenal.Myeloid_cells,Myeloid_cells.113,Adrenal.Myeloid_cells.113
Adrenal,Myeloid_cells,Adrenal.Myeloid_cells,Myeloid_cells.89,Adrenal.Myeloid_cells.89
Adrenal,Adrenocortical_cells,Adrenal.Adrenocortical_cells,Adrenocortical_cells.113,Adrenal.Adrenocortical_cells.113
Adrenal,Lymphoid_cells,Adrenal.Lymphoid_cells,Lymphoid_cells.89,Adrenal.Lymphoid_cells.89
Adrenal,Schwann_cells,Adrenal.Schwann_cells,Schwann_cells.113,Adrenal.Schwann_cells.113
Adrenal,Erythroblasts,Adrenal.Erythroblasts,Erythroblasts.113,Adrenal.Erythroblasts.113
Adrenal,SLC26A4_PAEP_positive_cells,Adrenal.SLC26A4_PAEP_positive_cells,SLC26A4_PAEP_positive_cells.113,Adrenal.SLC26A4_PAEP_positive_cells.113
Adrenal,CSH1_CSH2_positive_cells,Adrenal.CSH1_CSH2_positive_cells,CSH1_CSH2_positive_cells.113,Adrenal.CSH1_CSH2_positive_cells.113
Adrenal,Sympathoblasts,Adrenal.Sympathoblasts,Sympathoblasts.94,Adrenal.Sympathoblasts.94
Adrenal,Adrenocortical_cells,Adrenal.Adrenocortical_cells,Adrenocortical_cells.117,Adrenal.Adrenocortical_cells.117
Adrenal,Vascular_endothelial_cells,Adrenal.Vascular_endothelial_cells,Vascular_endothelial_cells.94,Adrenal.Vascular_endothelial_cells.94
Adrenal,Chromaffin_cells,Adrenal.Chromaffin_cells,Chromaffin_cells.117,Adrenal.Chromaffin_cells.117
Adrenal,Myeloid_cells,Adrenal.Myeloid_cells,Myeloid_cells.94,Adrenal.Myeloid_cells.94
Adrenal,Myeloid_cells,Adrenal.Myeloid_cells,Myeloid_cells.117,Adrenal.Myeloid_cells.117
Adrenal,Stromal_cells,Adrenal.Stromal_cells,Stromal_cells.94,Adrenal.Stromal_cells.94
Adrenal,Schwann_cells,Adrenal.Schwann_cells,Schwann_cells.94,Adrenal.Schwann_cells.94
Adrenal,Stromal_cells,Adrenal.Stromal_cells,Stromal_cells.117,Adrenal.Stromal_cells.117
Adrenal,Vascular_endothelial_cells,Adrenal.Vascular_endothelial_cells,Vascular_endothelial_cells.117,Adrenal.Vascular_endothelial_cells.117
Adrenal,Chromaffin_cells,Adrenal.Chromaffin_cells,Chromaffin_cells.94,Adrenal.Chromaffin_cells.94
Adrenal,Erythroblasts,Adrenal.Erythroblasts,Erythroblasts.94,Adrenal.Erythroblasts.94
Adrenal,Megakaryocytes,Adrenal.Megakaryocytes,Megakaryocytes.94,Adrenal.Megakaryocytes.94
Adrenal,Lymphoid_cells,Adrenal.Lymphoid_cells,Lymphoid_cells.117,Adrenal.Lymphoid_cells.117
Adrenal,Adrenocortical_cells,Adrenal.Adrenocortical_cells,Adrenocortical_cells.94,Adrenal.Adrenocortical_cells.94
Adrenal,Schwann_cells,Adrenal.Schwann_cells,Schwann_cells.117,Adrenal.Schwann_cells.117
Adrenal,Sympathoblasts,Adrenal.Sympathoblasts,Sympathoblasts.117,Adrenal.Sympathoblasts.117
Adrenal,Erythroblasts,Adrenal.Erythroblasts,Erythroblasts.117,Adrenal.Erythroblasts.117
Adrenal,Lymphoid_cells,Adrenal.Lymphoid_cells,Lymphoid_cells.94,Adrenal.Lymphoid_cells.94
Adrenal,SLC26A4_PAEP_positive_cells,Adrenal.SLC26A4_PAEP_positive_cells,SLC26A4_PAEP_positive_cells.94,Adrenal.SLC26A4_PAEP_positive_cells.94
Adrenal,CSH1_CSH2_positive_cells,Adrenal.CSH1_CSH2_positive_cells,CSH1_CSH2_positive_cells.117,Adrenal.CSH1_CSH2_positive_cells.117
Adrenal,Megakaryocytes,Adrenal.Megakaryocytes,Megakaryocytes.117,Adrenal.Megakaryocytes.117
Adrenal,SLC26A4_PAEP_positive_cells,Adrenal.SLC26A4_PAEP_positive_cells,SLC26A4_PAEP_positive_cells.117,Adrenal.SLC26A4_PAEP_positive_cells.117
Adrenal,CSH1_CSH2_positive_cells,Adrenal.CSH1_CSH2_positive_cells,CSH1_CSH2_positive_cells.94,Adrenal.CSH1_CSH2_positive_cells.94
Adrenal,SLC26A4_PAEP_positive_cells,Adrenal.SLC26A4_PAEP_positive_cells,SLC26A4_PAEP_positive_cells.89,Adrenal.SLC26A4_PAEP_positive_cells.89
Adrenal,Chromaffin_cells,Adrenal.Chromaffin_cells,Chromaffin_cells.110,Adrenal.Chromaffin_cells.110
Adrenal,Vascular_endothelial_cells,Adrenal.Vascular_endothelial_cells,Vascular_endothelial_cells.110,Adrenal.Vascular_endothelial_cells.110
Adrenal,Adrenocortical_cells,Adrenal.Adrenocortical_cells,Adrenocortical_cells.120,Adrenal.Adrenocortical_cells.120
Adrenal,Myeloid_cells,Adrenal.Myeloid_cells,Myeloid_cells.110,Adrenal.Myeloid_cells.110
Adrenal,Adrenocortical_cells,Adrenal.Adrenocortical_cells,Adrenocortical_cells.110,Adrenal.Adrenocortical_cells.110
Adrenal,Stromal_cells,Adrenal.Stromal_cells,Stromal_cells.110,Adrenal.Stromal_cells.110
Adrenal,Chromaffin_cells,Adrenal.Chromaffin_cells,Chromaffin_cells.120,Adrenal.Chromaffin_cells.120
Adrenal,Erythroblasts,Adrenal.Erythroblasts,Erythroblasts.110,Adrenal.Erythroblasts.110
Adrenal,Megakaryocytes,Adrenal.Megakaryocytes,Megakaryocytes.110,Adrenal.Megakaryocytes.110
Adrenal,Sympathoblasts,Adrenal.Sympathoblasts,Sympathoblasts.110,Adrenal.Sympathoblasts.110
Adrenal,Stromal_cells,Adrenal.Stromal_cells,Stromal_cells.120,Adrenal.Stromal_cells.120
Adrenal,Schwann_cells,Adrenal.Schwann_cells,Schwann_cells.110,Adrenal.Schwann_cells.110
Adrenal,Schwann_cells,Adrenal.Schwann_cells,Schwann_cells.120,Adrenal.Schwann_cells.120
Adrenal,Erythroblasts,Adrenal.Erythroblasts,Erythroblasts.120,Adrenal.Erythroblasts.120
Adrenal,Lymphoid_cells,Adrenal.Lymphoid_cells,Lymphoid_cells.120,Adrenal.Lymphoid_cells.120
Adrenal,Lymphoid_cells,Adrenal.Lymphoid_cells,Lymphoid_cells.110,Adrenal.Lymphoid_cells.110
Adrenal,Sympathoblasts,Adrenal.Sympathoblasts,Sympathoblasts.120,Adrenal.Sympathoblasts.120
Adrenal,Vascular_endothelial_cells,Adrenal.Vascular_endothelial_cells,Vascular_endothelial_cells.120,Adrenal.Vascular_endothelial_cells.120
Adrenal,Myeloid_cells,Adrenal.Myeloid_cells,Myeloid_cells.120,Adrenal.Myeloid_cells.120
Adrenal,SLC26A4_PAEP_positive_cells,Adrenal.SLC26A4_PAEP_positive_cells,SLC26A4_PAEP_positive_cells.110,Adrenal.SLC26A4_PAEP_positive_cells.110
Adrenal,SLC26A4_PAEP_positive_cells,Adrenal.SLC26A4_PAEP_positive_cells,SLC26A4_PAEP_positive_cells.120,Adrenal.SLC26A4_PAEP_positive_cells.120
Adrenal,Megakaryocytes,Adrenal.Megakaryocytes,Megakaryocytes.120,Adrenal.Megakaryocytes.120
Adrenal,CSH1_CSH2_positive_cells,Adrenal.CSH1_CSH2_positive_cells,CSH1_CSH2_positive_cells.110,Adrenal.CSH1_CSH2_positive_cells.110
Adrenal,CSH1_CSH2_positive_cells,Adrenal.CSH1_CSH2_positive_cells,CSH1_CSH2_positive_cells.120,Adrenal.CSH1_CSH2_positive_cells.120
Cerebellum,Astrocytes,Cerebellum.Astrocytes,Astrocytes.110,Cerebellum.Astrocytes.110
Cerebellum,Purkinje_neurons,Cerebellum.Purkinje_neurons,Purkinje_neurons.110,Cerebellum.Purkinje_neurons.110
Cerebellum,Microglia,Cerebellum.Microglia,Microglia.110,Cerebellum.Microglia.110
Cerebellum,Oligodendrocytes,Cerebellum.Oligodendrocytes,Oligodendrocytes.110,Cerebellum.Oligodendrocytes.110
Cerebellum,Inhibitory_interneurons,Cerebellum.Inhibitory_interneurons,Inhibitory_interneurons.110,Cerebellum.Inhibitory_interneurons.110
Cerebellum,Vascular_endothelial_cells,Cerebellum.Vascular_endothelial_cells,Vascular_endothelial_cells.110,Cerebellum.Vascular_endothelial_cells.110
Cerebellum,Unipolar_brush_cells,Cerebellum.Unipolar_brush_cells,Unipolar_brush_cells.110,Cerebellum.Unipolar_brush_cells.110
Cerebellum,Granule_neurons,Cerebellum.Granule_neurons,Granule_neurons.110,Cerebellum.Granule_neurons.110
Cerebellum,SLC24A4_PEX5L_positive_cells,Cerebellum.SLC24A4_PEX5L_positive_cells,SLC24A4_PEX5L_positive_cells.110,Cerebellum.SLC24A4_PEX5L_positive_cells.110
Cerebellum,Purkinje_neurons,Cerebellum.Purkinje_neurons,Purkinje_neurons.125,Cerebellum.Purkinje_neurons.125
Cerebellum,Purkinje_neurons,Cerebellum.Purkinje_neurons,Purkinje_neurons.89,Cerebellum.Purkinje_neurons.89
Cerebellum,Unipolar_brush_cells,Cerebellum.Unipolar_brush_cells,Unipolar_brush_cells.125,Cerebellum.Unipolar_brush_cells.125
Cerebellum,Unipolar_brush_cells,Cerebellum.Unipolar_brush_cells,Unipolar_brush_cells.89,Cerebellum.Unipolar_brush_cells.89
Cerebellum,Oligodendrocytes,Cerebellum.Oligodendrocytes,Oligodendrocytes.125,Cerebellum.Oligodendrocytes.125
Cerebellum,Granule_neurons,Cerebellum.Granule_neurons,Granule_neurons.125,Cerebellum.Granule_neurons.125
Cerebellum,Astrocytes,Cerebellum.Astrocytes,Astrocytes.125,Cerebellum.Astrocytes.125
Cerebellum,Vascular_endothelial_cells,Cerebellum.Vascular_endothelial_cells,Vascular_endothelial_cells.89,Cerebellum.Vascular_endothelial_cells.89
Cerebellum,SLC24A4_PEX5L_positive_cells,Cerebellum.SLC24A4_PEX5L_positive_cells,SLC24A4_PEX5L_positive_cells.89,Cerebellum.SLC24A4_PEX5L_positive_cells.89
Cerebellum,Oligodendrocytes,Cerebellum.Oligodendrocytes,Oligodendrocytes.89,Cerebellum.Oligodendrocytes.89
Cerebellum,Vascular_endothelial_cells,Cerebellum.Vascular_endothelial_cells,Vascular_endothelial_cells.125,Cerebellum.Vascular_endothelial_cells.125
Cerebellum,Granule_neurons,Cerebellum.Granule_neurons,Granule_neurons.89,Cerebellum.Granule_neurons.89
Cerebellum,Inhibitory_interneurons,Cerebellum.Inhibitory_interneurons,Inhibitory_interneurons.89,Cerebellum.Inhibitory_interneurons.89
Cerebellum,SLC24A4_PEX5L_positive_cells,Cerebellum.SLC24A4_PEX5L_positive_cells,SLC24A4_PEX5L_positive_cells.125,Cerebellum.SLC24A4_PEX5L_positive_cells.125
Cerebellum,Microglia,Cerebellum.Microglia,Microglia.89,Cerebellum.Microglia.89
Cerebellum,Astrocytes,Cerebellum.Astrocytes,Astrocytes.89,Cerebellum.Astrocytes.89
Cerebellum,Inhibitory_interneurons,Cerebellum.Inhibitory_interneurons,Inhibitory_interneurons.125,Cerebellum.Inhibitory_interneurons.125
Cerebellum,Microglia,Cerebellum.Microglia,Microglia.125,Cerebellum.Microglia.125
Cerebellum,Unipolar_brush_cells,Cerebellum.Unipolar_brush_cells,Unipolar_brush_cells.115,Cerebellum.Unipolar_brush_cells.115
Cerebellum,Microglia,Cerebellum.Microglia,Microglia.94,Cerebellum.Microglia.94
Cerebellum,Astrocytes,Cerebellum.Astrocytes,Astrocytes.115,Cerebellum.Astrocytes.115
Cerebellum,SLC24A4_PEX5L_positive_cells,Cerebellum.SLC24A4_PEX5L_positive_cells,SLC24A4_PEX5L_positive_cells.94,Cerebellum.SLC24A4_PEX5L_positive_cells.94
Cerebellum,Granule_neurons,Cerebellum.Granule_neurons,Granule_neurons.94,Cerebellum.Granule_neurons.94
Cerebellum,Astrocytes,Cerebellum.Astrocytes,Astrocytes.94,Cerebellum.Astrocytes.94
Cerebellum,SLC24A4_PEX5L_positive_cells,Cerebellum.SLC24A4_PEX5L_positive_cells,SLC24A4_PEX5L_positive_cells.115,Cerebellum.SLC24A4_PEX5L_positive_cells.115
Cerebellum,Vascular_endothelial_cells,Cerebellum.Vascular_endothelial_cells,Vascular_endothelial_cells.115,Cerebellum.Vascular_endothelial_cells.115
Cerebellum,Granule_neurons,Cerebellum.Granule_neurons,Granule_neurons.115,Cerebellum.Granule_neurons.115
Cerebellum,Oligodendrocytes,Cerebellum.Oligodendrocytes,Oligodendrocytes.115,Cerebellum.Oligodendrocytes.115
Cerebellum,Inhibitory_interneurons,Cerebellum.Inhibitory_interneurons,Inhibitory_interneurons.94,Cerebellum.Inhibitory_interneurons.94
Cerebellum,Oligodendrocytes,Cerebellum.Oligodendrocytes,Oligodendrocytes.94,Cerebellum.Oligodendrocytes.94
Cerebellum,Vascular_endothelial_cells,Cerebellum.Vascular_endothelial_cells,Vascular_endothelial_cells.94,Cerebellum.Vascular_endothelial_cells.94
Cerebellum,Purkinje_neurons,Cerebellum.Purkinje_neurons,Purkinje_neurons.94,Cerebellum.Purkinje_neurons.94
Cerebellum,Inhibitory_interneurons,Cerebellum.Inhibitory_interneurons,Inhibitory_interneurons.115,Cerebellum.Inhibitory_interneurons.115
Cerebellum,Unipolar_brush_cells,Cerebellum.Unipolar_brush_cells,Unipolar_brush_cells.94,Cerebellum.Unipolar_brush_cells.94
Cerebellum,Purkinje_neurons,Cerebellum.Purkinje_neurons,Purkinje_neurons.115,Cerebellum.Purkinje_neurons.115
Cerebellum,Microglia,Cerebellum.Microglia,Microglia.115,Cerebellum.Microglia.115
Cerebrum,SKOR2_NPSR1_positive_cells,Cerebrum.SKOR2_NPSR1_positive_cells,SKOR2_NPSR1_positive_cells.122,Cerebrum.SKOR2_NPSR1_positive_cells.122
Cerebrum,Microglia,Cerebrum.Microglia,Microglia.122,Cerebrum.Microglia.122
Cerebrum,Astrocytes,Cerebrum.Astrocytes,Astrocytes.122,Cerebrum.Astrocytes.122
Cerebrum,Inhibitory_neurons,Cerebrum.Inhibitory_neurons,Inhibitory_neurons.122,Cerebrum.Inhibitory_neurons.122
Cerebrum,Vascular_endothelial_cells,Cerebrum.Vascular_endothelial_cells,Vascular_endothelial_cells.115,Cerebrum.Vascular_endothelial_cells.115
Cerebrum,Excitatory_neurons,Cerebrum.Excitatory_neurons,Excitatory_neurons.122,Cerebrum.Excitatory_neurons.122
Cerebrum,Vascular_endothelial_cells,Cerebrum.Vascular_endothelial_cells,Vascular_endothelial_cells.122,Cerebrum.Vascular_endothelial_cells.122
Cerebrum,Excitatory_neurons,Cerebrum.Excitatory_neurons,Excitatory_neurons.115,Cerebrum.Excitatory_neurons.115
Cerebrum,Vascular_endothelial_cells,Cerebrum.Vascular_endothelial_cells,Vascular_endothelial_cells.110,Cerebrum.Vascular_endothelial_cells.110
Cerebrum,Microglia,Cerebrum.Microglia,Microglia.115,Cerebrum.Microglia.115
Cerebrum,Limbic_system_neurons,Cerebrum.Limbic_system_neurons,Limbic_system_neurons.122,Cerebrum.Limbic_system_neurons.122
Cerebrum,Microglia,Cerebrum.Microglia,Microglia.110,Cerebrum.Microglia.110
Cerebrum,Oligodendrocytes,Cerebrum.Oligodendrocytes,Oligodendrocytes.122,Cerebrum.Oligodendrocytes.122
Cerebrum,Excitatory_neurons,Cerebrum.Excitatory_neurons,Excitatory_neurons.110,Cerebrum.Excitatory_neurons.110
Cerebrum,Inhibitory_neurons,Cerebrum.Inhibitory_neurons,Inhibitory_neurons.115,Cerebrum.Inhibitory_neurons.115
Cerebrum,Astrocytes,Cerebrum.Astrocytes,Astrocytes.115,Cerebrum.Astrocytes.115
Cerebrum,Oligodendrocytes,Cerebrum.Oligodendrocytes,Oligodendrocytes.115,Cerebrum.Oligodendrocytes.115
Cerebrum,Vascular_endothelial_cells,Cerebrum.Vascular_endothelial_cells,Vascular_endothelial_cells.119,Cerebrum.Vascular_endothelial_cells.119
Cerebrum,Oligodendrocytes,Cerebrum.Oligodendrocytes,Oligodendrocytes.119,Cerebrum.Oligodendrocytes.119
Cerebrum,Limbic_system_neurons,Cerebrum.Limbic_system_neurons,Limbic_system_neurons.115,Cerebrum.Limbic_system_neurons.115
Cerebrum,Astrocytes,Cerebrum.Astrocytes,Astrocytes.110,Cerebrum.Astrocytes.110
Cerebrum,Inhibitory_neurons,Cerebrum.Inhibitory_neurons,Inhibitory_neurons.110,Cerebrum.Inhibitory_neurons.110
Cerebrum,Limbic_system_neurons,Cerebrum.Limbic_system_neurons,Limbic_system_neurons.119,Cerebrum.Limbic_system_neurons.119
Cerebrum,Excitatory_neurons,Cerebrum.Excitatory_neurons,Excitatory_neurons.119,Cerebrum.Excitatory_neurons.119
Cerebrum,Oligodendrocytes,Cerebrum.Oligodendrocytes,Oligodendrocytes.110,Cerebrum.Oligodendrocytes.110
Cerebrum,Microglia,Cerebrum.Microglia,Microglia.119,Cerebrum.Microglia.119
Cerebrum,Inhibitory_neurons,Cerebrum.Inhibitory_neurons,Inhibitory_neurons.119,Cerebrum.Inhibitory_neurons.119
Cerebrum,SKOR2_NPSR1_positive_cells,Cerebrum.SKOR2_NPSR1_positive_cells,SKOR2_NPSR1_positive_cells.115,Cerebrum.SKOR2_NPSR1_positive_cells.115
Cerebrum,Astrocytes,Cerebrum.Astrocytes,Astrocytes.119,Cerebrum.Astrocytes.119
Cerebrum,Megakaryocytes,Cerebrum.Megakaryocytes,Megakaryocytes.122,Cerebrum.Megakaryocytes.122
Cerebrum,Limbic_system_neurons,Cerebrum.Limbic_system_neurons,Limbic_system_neurons.89,Cerebrum.Limbic_system_neurons.89
Cerebrum,Oligodendrocytes,Cerebrum.Oligodendrocytes,Oligodendrocytes.89,Cerebrum.Oligodendrocytes.89
Cerebrum,Excitatory_neurons,Cerebrum.Excitatory_neurons,Excitatory_neurons.89,Cerebrum.Excitatory_neurons.89
Cerebrum,Vascular_endothelial_cells,Cerebrum.Vascular_endothelial_cells,Vascular_endothelial_cells.89,Cerebrum.Vascular_endothelial_cells.89
Cerebrum,Microglia,Cerebrum.Microglia,Microglia.89,Cerebrum.Microglia.89
Cerebrum,Inhibitory_neurons,Cerebrum.Inhibitory_neurons,Inhibitory_neurons.89,Cerebrum.Inhibitory_neurons.89
Cerebrum,Astrocytes,Cerebrum.Astrocytes,Astrocytes.89,Cerebrum.Astrocytes.89
Cerebrum,Megakaryocytes,Cerebrum.Megakaryocytes,Megakaryocytes.115,Cerebrum.Megakaryocytes.115
Cerebrum,Excitatory_neurons,Cerebrum.Excitatory_neurons,Excitatory_neurons.120,Cerebrum.Excitatory_neurons.120
Cerebrum,Vascular_endothelial_cells,Cerebrum.Vascular_endothelial_cells,Vascular_endothelial_cells.120,Cerebrum.Vascular_endothelial_cells.120
Cerebrum,SKOR2_NPSR1_positive_cells,Cerebrum.SKOR2_NPSR1_positive_cells,SKOR2_NPSR1_positive_cells.120,Cerebrum.SKOR2_NPSR1_positive_cells.120
Cerebrum,Inhibitory_neurons,Cerebrum.Inhibitory_neurons,Inhibitory_neurons.120,Cerebrum.Inhibitory_neurons.120
Cerebrum,Astrocytes,Cerebrum.Astrocytes,Astrocytes.120,Cerebrum.Astrocytes.120
Cerebrum,Oligodendrocytes,Cerebrum.Oligodendrocytes,Oligodendrocytes.120,Cerebrum.Oligodendrocytes.120
Cerebrum,Limbic_system_neurons,Cerebrum.Limbic_system_neurons,Limbic_system_neurons.120,Cerebrum.Limbic_system_neurons.120
Cerebrum,Microglia,Cerebrum.Microglia,Microglia.120,Cerebrum.Microglia.120
Cerebrum,Megakaryocytes,Cerebrum.Megakaryocytes,Megakaryocytes.110,Cerebrum.Megakaryocytes.110
Cerebrum,SKOR2_NPSR1_positive_cells,Cerebrum.SKOR2_NPSR1_positive_cells,SKOR2_NPSR1_positive_cells.89,Cerebrum.SKOR2_NPSR1_positive_cells.89
Cerebrum,Megakaryocytes,Cerebrum.Megakaryocytes,Megakaryocytes.89,Cerebrum.Megakaryocytes.89
Cerebrum,SKOR2_NPSR1_positive_cells,Cerebrum.SKOR2_NPSR1_positive_cells,SKOR2_NPSR1_positive_cells.110,Cerebrum.SKOR2_NPSR1_positive_cells.110
Cerebrum,Limbic_system_neurons,Cerebrum.Limbic_system_neurons,Limbic_system_neurons.110,Cerebrum.Limbic_system_neurons.110
Eye,Retinal_progenitors_and_Muller_glia,Eye.Retinal_progenitors_and_Muller_glia,Retinal_progenitors_and_Muller_glia.117,Eye.Retinal_progenitors_and_Muller_glia.117
Eye,Amacrine_cells,Eye.Amacrine_cells,Amacrine_cells.117,Eye.Amacrine_cells.117
Eye,Bipolar_cells,Eye.Bipolar_cells,Bipolar_cells.117,Eye.Bipolar_cells.117
Eye,Ganglion_cells,Eye.Ganglion_cells,Ganglion_cells.117,Eye.Ganglion_cells.117
Eye,Retinal_pigment_cells,Eye.Retinal_pigment_cells,Retinal_pigment_cells.117,Eye.Retinal_pigment_cells.117
Eye,Horizontal_cells,Eye.Horizontal_cells,Horizontal_cells.129,Eye.Horizontal_cells.129
Eye,Photoreceptor_cells,Eye.Photoreceptor_cells,Photoreceptor_cells.129,Eye.Photoreceptor_cells.129
Eye,Horizontal_cells,Eye.Horizontal_cells,Horizontal_cells.117,Eye.Horizontal_cells.117
Eye,Ganglion_cells,Eye.Ganglion_cells,Ganglion_cells.129,Eye.Ganglion_cells.129
Eye,Photoreceptor_cells,Eye.Photoreceptor_cells,Photoreceptor_cells.117,Eye.Photoreceptor_cells.117
Eye,Lens_fibre_cells,Eye.Lens_fibre_cells,Lens_fibre_cells.117,Eye.Lens_fibre_cells.117
Eye,Vascular_endothelial_cells,Eye.Vascular_endothelial_cells,Vascular_endothelial_cells.129,Eye.Vascular_endothelial_cells.129
Eye,Retinal_progenitors_and_Muller_glia,Eye.Retinal_progenitors_and_Muller_glia,Retinal_progenitors_and_Muller_glia.129,Eye.Retinal_progenitors_and_Muller_glia.129
Eye,Stromal_cells,Eye.Stromal_cells,Stromal_cells.129,Eye.Stromal_cells.129
Eye,Amacrine_cells,Eye.Amacrine_cells,Amacrine_cells.129,Eye.Amacrine_cells.129
Eye,Stromal_cells,Eye.Stromal_cells,Stromal_cells.117,Eye.Stromal_cells.117
Eye,Corneal_and_conjunctival_epithelial_cells,Eye.Corneal_and_conjunctival_epithelial_cells,Corneal_and_conjunctival_epithelial_cells.129,Eye.Corneal_and_conjunctival_epithelial_cells.129
Eye,PDE11A_FAM19A2_positive_cells,Eye.PDE11A_FAM19A2_positive_cells,PDE11A_FAM19A2_positive_cells.129,Eye.PDE11A_FAM19A2_positive_cells.129
Eye,Bipolar_cells,Eye.Bipolar_cells,Bipolar_cells.129,Eye.Bipolar_cells.129
Eye,Lens_fibre_cells,Eye.Lens_fibre_cells,Lens_fibre_cells.129,Eye.Lens_fibre_cells.129
Eye,Retinal_pigment_cells,Eye.Retinal_pigment_cells,Retinal_pigment_cells.129,Eye.Retinal_pigment_cells.129
Eye,PDE11A_FAM19A2_positive_cells,Eye.PDE11A_FAM19A2_positive_cells,PDE11A_FAM19A2_positive_cells.117,Eye.PDE11A_FAM19A2_positive_cells.117
Eye,Vascular_endothelial_cells,Eye.Vascular_endothelial_cells,Vascular_endothelial_cells.117,Eye.Vascular_endothelial_cells.117
Eye,Astrocytes,Eye.Astrocytes,Astrocytes.117,Eye.Astrocytes.117
Eye,Microglia,Eye.Microglia,Microglia.117,Eye.Microglia.117
Eye,Corneal_and_conjunctival_epithelial_cells,Eye.Corneal_and_conjunctival_epithelial_cells,Corneal_and_conjunctival_epithelial_cells.117,Eye.Corneal_and_conjunctival_epithelial_cells.117
Eye,Stromal_cells,Eye.Stromal_cells,Stromal_cells.94,Eye.Stromal_cells.94
Eye,Retinal_progenitors_and_Muller_glia,Eye.Retinal_progenitors_and_Muller_glia,Retinal_progenitors_and_Muller_glia.115,Eye.Retinal_progenitors_and_Muller_glia.115
Eye,Amacrine_cells,Eye.Amacrine_cells,Amacrine_cells.115,Eye.Amacrine_cells.115
Eye,Horizontal_cells,Eye.Horizontal_cells,Horizontal_cells.94,Eye.Horizontal_cells.94
Eye,Photoreceptor_cells,Eye.Photoreceptor_cells,Photoreceptor_cells.115,Eye.Photoreceptor_cells.115
Eye,Bipolar_cells,Eye.Bipolar_cells,Bipolar_cells.115,Eye.Bipolar_cells.115
Eye,Bipolar_cells,Eye.Bipolar_cells,Bipolar_cells.94,Eye.Bipolar_cells.94
Eye,Ganglion_cells,Eye.Ganglion_cells,Ganglion_cells.115,Eye.Ganglion_cells.115
Eye,Ganglion_cells,Eye.Ganglion_cells,Ganglion_cells.94,Eye.Ganglion_cells.94
Eye,Retinal_pigment_cells,Eye.Retinal_pigment_cells,Retinal_pigment_cells.94,Eye.Retinal_pigment_cells.94
